"ID","いいね数"
9669,13
9244,5
9668,7
9599,11
9667,8
9666,7
9665,7
9664,11
9623,10
9662,6
9661,5
9660,12
9657,10
9659,14
9658,12
9654,21
9243,9
9635,9
9652,11
9580,12
9651,14
9650,2
9649,10
9622,5
9648,3
9647,0
9646,0
9645,7
9643,26
9644,12
9636,8
9642,13
9640,17
9639,13
9638,13
9637,17
9634,9
9241,7
9619,18
9575,12
9633,4
9632,8
9631,9
9630,9
9629,9
9628,3
9626,9
9614,20
9625,13
9624,14
9621,3
9620,8
9616,14
9618,4
9617,14
9613,5
9584,10
9612,19
9238,2
9567,7
9610,13
9609,1
9371,12
9607,13
9606,18
9605,3
9604,13
9587,7
9600,8
9603,16
9602,2
9598,6
9597,1
9595,13
9594,11
9593,3
9571,14
9589,9
9592,7
9591,11
9237,13
9566,10
9590,7
9588,9
9586,9
9585,7
9553,11
9583,11
9419,11
9581,4
9579,8
9574,20
9578,17
9577,19
9576,11
9570,15
9569,24
9568,23
9486,8
9234,8
9565,4
9564,8
9476,9
9563,5
9562,5
9561,18
9560,8
9547,7
9559,11
9558,6
9557,9
9556,16
9555,11
9554,11
9552,12
9551,15
9550,5
9549,9
9548,5
9546,11
9545,11
9223,11
9401,9
9544,15
9466,7
9542,4
9541,1
9540,10
9539,5
9489,7
9538,9
9537,3
9536,1
9534,9
9535,6
9533,7
9532,2
9531,6
9530,11
9529,3
9487,8
9184,3
9528,4
9527,9
9435,6
9525,7
9394,4
9524,9
9523,6
9522,15
9521,2
9520,9
9519,17
9515,10
9518,16
9517,14
9516,14
9514,8
9513,9
9512,11
9511,20
9172,13
9510,12
9509,10
9508,17
9507,8
9423,11
9506,1
9505,11
9504,4
9503,10
9502,3
9438,10
9500,6
9499,11
9498,14
9417,7
9497,5
9496,15
9495,6
9494,7
9493,16
9492,3
9491,2
9482,19
9485,12
9163,6
9490,8
9404,14
9488,14
9366,12
8445,3
9484,4
9480,15
9483,8
9481,3
9479,14
9475,4
9474,2
9478,5
9477,3
9395,7
9168,6
9380,4
9473,17
9472,4
9471,3
9470,7
9469,11
9468,11
9467,10
9348,12
9465,4
9464,12
9463,12
9462,13
9461,8
9427,7
9460,3
9459,4
9458,4
9457,2
9456,1
9455,4
9454,3
9453,2
9452,2
9451,3
9450,2
9449,6
9448,8
9447,16
9446,4
9445,13
9444,11
9443,17
9442,5
9441,11
9440,11
9439,5
9437,10
9436,13
9434,5
9433,2
9363,6
9166,11
9365,7
9346,4
9431,9
9430,5
9429,10
9428,17
9426,1
9425,14
9424,11
9422,19
9421,12
9420,10
9418,4
9327,21
9165,6
9416,17
9311,13
9415,10
9413,21
9240,20
9412,12
9411,7
9409,7
9408,3
9384,7
9407,1
9406,8
9405,5
9403,9
9402,5
9400,12
9399,11
9398,10
9393,5
9370,5
9162,6
9397,13
9396,8
9298,13
9391,20
9390,13
9387,6
9386,4
9385,6
9345,10
9378,6
9381,3
9351,18
9376,9
9375,8
9374,9
9373,4
9368,24
9367,11
9285,10
9161,8
9279,16
9364,12
9362,5
9277,12
9361,20
9360,8
9359,9
9358,7
9353,8
9357,3
9356,7
9355,4
9352,10
9350,10
9349,13
9287,3
9158,9
9347,6
9271,7
9344,17
9342,7
9341,7
9340,9
9339,12
9260,6
9338,12
9337,6
9336,4
9335,7
9273,10
9334,14
9333,15
9329,6
9332,4
9331,11
9330,10
9326,20
9325,9
9324,11
9323,6
9276,4
9157,6
9322,6
9321,12
9253,11
9320,9
9317,6
9319,10
9318,7
9316,11
9292,3
9306,17
9304,8
9303,5
9296,23
9302,7
9301,10
9300,9
9297,4
9291,13
9289,17
9288,8
9268,11
9156,8
9286,12
9226,17
9281,16
9275,11
9274,9
9236,9
9272,11
9263,9
9267,18
9266,7
9265,13
9264,11
9262,8
9261,6
9155,7
9199,11
9225,12
9258,14
9259,7
9256,8
9255,5
9254,12
9207,10
9251,7
9250,3
9160,11
9248,11
9249,9
9242,8
9239,24
9233,6
9154,6
9171,8
9140,5
9232,2
9231,29
9151,9
9230,21
9229,12
9228,11
9227,37
9134,14
9217,8
9224,5
9222,2
9221,2
9220,4
9219,4
9218,7
9216,5
9215,6
9214,12
9213,11
9212,11
9211,1
9210,18
9148,6
9153,7
9209,12
9208,12
9206,1
9133,10
9205,2
9204,2
9203,0
9202,0
9201,0
9200,0
9198,5
9197,9
9196,2
9195,1
9194,2
9193,1
9192,1
9191,1
9190,7
9189,2
9188,2
9187,5
9186,2
9185,3
9183,6
9181,1
9180,3
9179,4
9178,8
9177,7
9175,1
9174,1
9147,8
9170,11
9169,9
9167,11
9116,6
9159,10
9152,9
9150,6
9149,16
9144,6
9146,6
9108,5
9143,12
9141,7
9131,10
9139,8
9138,13
9135,4
9102,9
9127,5
9132,14
9129,11
9128,24
9126,9
9125,2
9124,18
9123,12
9122,15
9121,6
9120,1
9119,11
9118,13
9117,9
9089,8
9115,1
9114,10
9113,5
9112,16
9111,1
9110,16
9084,11
9029,11
9109,6
9104,20
9107,10
9106,13
9105,12
9103,14
9101,2
9100,13
9099,15
9098,5
9057,22
9097,13
9095,2
9094,5
9093,2
9092,17
9091,13
9090,12
9048,8
9086,16
9088,3
9087,3
9078,8
9085,9
9083,8
9082,3
9001,5
9081,7
9080,10
9079,15
9077,5
9075,25
9074,3
9071,10
9072,12
9070,13
9069,16
9068,0
9067,4
8996,9
9066,21
8985,6
9065,3
9064,8
9063,7
9062,9
9060,2
9059,1
9058,9
9056,3
9055,13
9054,10
8986,7
9053,11
9052,9
9051,17
9050,7
9049,9
9047,4
9046,24
8975,11
9031,14
9045,4
9044,18
9043,9
9042,12
9041,10
9040,10
9039,14
9038,7
9037,16
9036,16
9035,8
9034,13
9033,5
9032,5
8999,12
9030,6
9028,10
9027,9
8969,9
9014,15
9026,3
9025,5
9024,11
9023,5
9022,8
9021,8
9020,9
9019,2
9018,7
9017,7
9016,10
9015,6
9013,6
9012,6
9011,6
9010,7
9009,12
9008,1
9007,7
9006,3
9005,13
9004,12
8967,13
9003,2
8998,8
9002,5
9000,6
8997,12
8995,9
8994,6
8993,13
8992,9
8991,9
8990,9
8989,9
8988,3
8987,8
8954,13
8984,7
8983,10
8982,4
8981,22
8980,13
8979,6
8978,6
8977,11
8943,7
8976,7
8974,9
8973,5
8972,11
8971,6
8970,6
8968,12
8940,8
8966,15
8965,18
8964,16
8963,11
8925,13
8931,11
8962,1
8961,0
8960,7
8959,11
8958,9
8957,1
8956,5
8955,5
8906,11
8953,6
8952,4
8951,7
8950,24
8949,1
8948,10
8947,7
8946,4
8945,9
8942,13
8941,2
8869,9
8939,10
8938,7
8937,10
8919,10
8936,13
8935,2
8934,10
8933,8
8932,8
8930,12
8928,6
8927,9
8926,3
8870,14
8921,6
8924,8
8922,2
8920,8
8918,27
8868,5
8917,12
8916,14
8908,9
8915,7
8914,12
8913,8
8912,4
8911,11
8910,13
8909,11
8907,11
8905,16
8904,4
8903,12
8902,10
8901,5
8900,5
8899,7
8846,10
8898,13
8897,6
8896,6
8895,12
8894,19
8893,2
8837,5
8801,8
8892,19
8891,21
8890,12
8889,9
8888,12
8887,7
8886,12
8885,6
8883,15
8882,11
8881,5
8880,13
8878,2
8877,12
8876,17
8875,6
8874,10
8873,24
8872,6
8871,18
8835,10
8867,1
8866,12
8865,10
8864,8
8863,5
8862,8
8861,12
8787,18
8800,16
8860,10
8859,13
8858,16
8857,9
8856,10
8855,5
8854,9
8853,15
8852,5
8851,12
8850,4
8849,6
8767,12
8848,11
8847,7
8845,8
8844,10
8763,5
8799,7
8843,9
8827,23
8842,7
8841,6
8840,1
8839,8
8838,8
8836,6
8834,21
8759,8
8833,6
8832,4
8830,9
8829,4
8828,19
8826,3
8825,0
8750,8
8798,9
8824,5
8823,1
8822,4
8821,12
8820,4
8819,7
8818,3
8815,10
8817,6
8816,7
8748,7
8814,14
8813,14
8746,15
8811,7
8784,12
8810,14
8809,6
8808,8
8807,9
8806,3
8805,3
8804,0
8802,17
8797,6
8796,7
8795,10
8794,13
8793,8
8781,27
8792,4
8791,15
8790,6
8737,7
8789,3
8788,22
8786,4
8785,11
8783,7
8782,6
8780,17
8779,8
8778,9
8777,8
8717,8
8776,14
8753,4
8775,9
8774,6
8773,13
8772,18
8770,7
8768,9
8766,15
8765,9
8701,3
8764,10
8761,13
8762,17
8681,10
8754,15
8760,22
8758,15
8757,18
8756,12
8755,13
8752,8
8751,16
8639,12
8749,15
8747,16
8620,8
8736,7
8745,14
8744,14
8743,15
8742,16
8741,8
8740,3
8739,5
8738,6
8610,11
8735,0
8734,14
8733,7
8732,10
8731,11
8730,4
8729,15
8728,5
8578,0
8727,6
8726,7
8723,13
8715,12
8725,12
8724,8
8722,11
8721,9
8720,2
8719,18
8718,3
8576,20
8716,8
8714,12
8713,12
8712,10
8561,11
8707,7
8380,15
8711,1
8710,20
8709,2
8700,4
8708,5
8705,9
8703,3
8698,3
8580,4
8697,7
8696,9
8695,6
8694,2
8693,6
8692,7
8691,1
8558,7
8690,7
8680,5
8689,0
8688,0
8687,5
8686,4
8685,2
8684,21
8683,5
8682,8
8679,9
8678,7
8677,7
8675,7
8673,13
8672,13
8671,12
8670,6
8669,9
8668,8
8667,9
8551,5
8666,5
8665,10
8664,4
8663,4
8662,4
8661,16
8660,4
8659,10
8658,15
8657,12
8656,15
8550,10
8637,9
8655,9
8654,12
8653,7
8652,9
8651,6
8650,9
8649,14
8648,4
8647,10
8646,10
8645,8
8644,13
8643,6
8642,7
8641,3
8640,10
8638,11
8529,3
8636,26
8635,6
8633,21
8632,10
8631,19
8630,10
8629,14
8628,4
8627,12
8626,18
8625,6
8524,9
8624,16
8619,7
8621,11
8622,16
8618,1
8617,1
8616,4
8615,13
8614,12
8613,12
8612,9
8611,8
8609,5
8608,6
8607,21
8606,14
8605,9
8604,8
8603,5
8602,5
8601,6
8600,6
8599,8
8598,6
8597,4
8596,6
8595,4
8594,7
8593,12
8589,4
8560,18
8592,1
8591,3
8590,3
8588,5
8587,15
8586,3
8585,3
8584,8
8581,8
8583,23
8582,17
8579,14
8577,4
8575,16
8518,9
8563,12
8574,15
8573,14
8572,11
8571,10
8570,16
8569,20
8568,20
8567,26
8566,19
8565,10
8564,22
8562,20
8559,9
8515,6
8557,7
8555,18
8554,16
8553,5
8552,9
8514,10
8549,16
8530,12
8548,2
8547,9
8546,6
8545,7
8544,13
8543,16
8542,7
8541,9
8538,10
8537,8
8536,7
8535,5
8534,7
8531,10
8486,8
8533,4
8532,13
8474,5
8522,10
8528,5
8527,11
8526,3
8525,10
8523,14
8521,11
8520,16
8420,10
8517,13
8516,14
8513,14
8512,1
8511,4
8510,12
8509,8
8508,4
8405,9
8485,35
8507,2
8506,2
8505,1
8502,2
8500,6
8494,6
8492,8
8498,7
8491,10
8493,8
8497,6
8496,14
8495,15
8490,8
8489,11
8488,13
8487,11
8397,10
8484,2
8482,9
8389,10
8466,14
8480,8
8478,8
8477,3
8476,9
8475,5
8473,2
8472,8
8471,10
8470,8
8469,8
8468,15
8467,13
8465,12
8464,8
8368,8
8463,13
8462,15
8461,9
8460,2
8459,2
8363,17
8446,14
8458,12
8457,5
8456,2
8454,6
8455,7
8453,17
8452,13
8451,22
8450,6
8449,6
8448,9
8447,9
8441,11
8358,12
8444,7
8443,7
8442,11
8440,20
8296,7
8437,8
8428,8
8436,3
8435,7
8434,15
8433,11
8432,3
8431,4
8430,6
8429,11
8427,3
8426,8
8425,12
8424,9
8423,10
8422,6
8421,15
8260,8
8419,3
8418,4
8417,15
8416,15
8415,11
8414,13
8413,10
8412,12
8411,4
8251,10
8301,9
8410,4
8409,1
8408,13
8407,6
8406,16
8404,16
8403,7
8378,15
8238,9
8402,17
8401,14
8400,16
8399,2
8398,10
8396,8
8395,7
8394,11
8393,6
8392,14
8391,18
8390,15
8236,5
8387,5
8388,10
8386,3
8385,6
8384,10
8383,10
8382,10
8381,13
8379,10
8377,8
8376,10
8233,10
8375,12
8374,24
8373,16
8372,8
8371,11
8370,7
8369,7
8367,3
8366,11
8231,7
8241,10
8365,8
8364,12
8361,3
8360,12
8359,7
8350,9
8357,1
8356,7
8219,7
8352,7
8318,13
8351,16
8349,8
8348,6
8347,6
8346,11
8345,10
8344,7
8343,11
8342,9
8341,3
8340,17
8337,12
8336,12
8335,10
8311,9
8334,3
8333,8
8329,9
8332,10
8331,8
8330,6
8328,7
8327,5
8326,10
8325,4
8324,9
8323,2
8322,7
8320,1
8319,7
8317,2
8316,20
8315,6
8166,15
8206,12
8314,15
8270,9
8313,6
8312,15
8310,14
8309,10
8308,5
8307,11
8306,9
8305,0
8304,3
8303,3
8302,10
8149,5
8209,7
8300,4
8299,7
8298,11
8297,10
8295,9
8294,2
8293,15
8269,12
8292,14
8291,7
8124,4
8290,9
8289,14
8288,10
8287,3
8286,3
8285,26
8284,9
8283,15
8282,3
8075,13
8267,9
8281,13
8279,12
8278,5
8277,3
8276,16
8275,12
8274,9
8273,6
8272,0
8271,14
8268,11
8266,8
8265,11
8264,13
8263,8
8262,6
8261,14
8240,10
8259,10
8258,4
8257,11
8256,10
8074,8
8255,5
8239,15
8254,6
8253,14
8252,11
8250,5
8249,6
8248,11
8247,8
8246,5
8245,4
8244,2
8243,3
8242,2
8065,2
8190,8
8235,5
8234,12
8232,7
8189,9
8230,9
8049,13
8229,6
8228,5
8227,7
8226,9
8191,11
8225,6
8224,4
8223,4
8222,12
8221,1
8220,4
8218,7
8217,8
8216,9
8214,4
8213,3
8212,6
8211,7
8044,13
8210,1
8194,12
8208,4
8205,11
8204,16
8203,4
8202,12
8201,2
8200,0
8199,3
8198,17
8197,3
8196,4
8195,19
8193,11
8192,15
8188,12
8154,6
8187,16
8186,2
8185,3
8184,5
8009,6
8183,8
8182,12
8181,1
8180,10
8141,12
8179,4
8178,3
8177,3
8176,13
8175,10
8174,11
8173,3
8172,12
8171,2
8170,6
8169,7
8168,7
8167,12
7987,14
8139,6
8165,10
8164,8
8163,12
8162,7
8160,1
8159,4
8158,4
8157,6
8156,5
8155,10
8153,8
8152,20
8151,26
8150,8
8148,5
8147,6
8146,10
8116,6
8145,18
7980,5
8121,12
8144,6
8143,11
8142,17
8140,18
8137,8
8136,3
8135,4
8134,2
8133,1
8132,1
8131,12
8130,5
8129,4
7974,12
8128,3
8127,2
8095,9
8126,3
8125,9
8123,1
8122,10
8120,3
8117,13
8118,10
8077,7
8115,12
8114,4
7973,5
8113,4
8111,20
8110,11
8109,3
8108,2
8107,4
8106,2
8105,3
8104,2
8103,3
8102,4
8101,4
8100,6
8098,13
8099,4
8097,10
8096,15
8093,14
8092,13
7935,8
8091,3
8070,8
8090,13
8089,11
8088,10
8087,23
8086,9
8085,5
8084,6
8083,12
8082,7
8081,11
8079,14
8078,11
8073,13
8072,10
8071,10
8069,7
8068,5
8067,3
8066,3
7928,4
8002,5
8063,11
8061,12
7926,8
8055,10
8060,8
8059,8
8058,9
8057,6
8056,6
8054,13
8053,10
8052,13
8051,5
8050,8
8048,17
8047,8
8046,7
8045,6
8043,11
8042,12
8041,13
7924,7
7925,13
8040,7
8001,8
8039,10
8038,6
8037,7
8036,16
8035,4
8034,4
8032,14
8031,7
8030,6
7918,11
8014,7
8029,10
8028,5
8027,18
8026,12
8025,18
8023,10
8022,14
8021,8
8020,11
8019,10
8018,14
8017,3
8016,5
8015,6
7913,9
8013,9
8012,8
8011,8
7996,10
8010,11
8008,22
8007,6
8006,14
8005,16
7900,7
7892,13
8004,1
8003,5
8000,3
7999,3
7998,3
7997,3
7995,8
7992,7
7994,22
7993,10
7990,1
7989,5
7988,7
7986,11
7985,16
7898,7
7984,11
7983,4
7982,12
7981,12
7979,17
7891,8
7889,12
7978,25
7977,10
7976,12
7975,7
7582,6
7972,9
7971,14
7970,4
7969,9
7968,9
7967,10
7966,5
7965,3
7964,5
7963,11
7962,13
7872,3
7961,15
7960,9
7959,7
7958,12
7957,11
7956,13
7955,9
7954,9
7953,1
7861,8
7952,5
7950,1
7911,4
7951,6
7949,6
7948,5
7947,9
7946,5
7944,5
7943,4
7942,3
7941,7
7940,3
7939,17
7938,6
7937,7
7936,5
7806,12
7934,6
7933,4
7932,5
7931,9
7930,5
7929,9
7844,10
7927,20
7923,2
7922,10
7921,3
7920,6
7919,10
7917,1
7916,8
7915,8
7914,4
7837,15
7884,10
7912,12
7910,8
7909,13
7908,3
7907,10
7906,16
7905,16
7904,14
7903,19
7902,15
7901,10
7899,11
7897,7
7896,3
7895,5
7894,21
7893,5
7823,5
7890,5
7887,9
7888,7
7886,14
7885,9
7883,23
7882,16
7881,12
7880,11
7878,1
7876,3
7787,3
7875,10
7870,10
7874,8
7873,3
7871,4
7869,10
7868,21
7867,12
7866,4
7779,13
7865,12
7864,18
7862,4
7860,11
7772,4
7835,9
7859,7
7858,7
7857,12
7856,19
7855,12
7854,3
7853,5
7852,11
7851,14
7850,9
7849,5
7848,11
7847,15
7767,8
7846,4
7845,11
7843,4
7842,10
7841,7
7840,7
7839,2
7838,13
7836,23
7834,8
7832,7
7831,8
7765,9
7830,6
7829,22
7828,8
7827,9
7826,9
7825,7
7824,5
7822,7
7821,6
7820,5
7704,16
7718,2
7819,3
7818,11
7817,9
7816,11
7815,13
7814,18
7813,10
7703,9
7812,12
7811,10
7810,15
7809,17
7808,14
7807,10
7805,5
7804,22
7684,4
7803,12
7802,9
7801,7
7800,3
7799,4
7798,10
7797,4
7796,10
7795,4
7794,12
7793,13
7792,6
7791,6
7790,11
7789,10
7788,12
7786,10
7785,8
7784,5
7783,4
7782,6
7781,4
7682,4
7780,5
7778,8
7777,10
7776,3
7775,5
7774,8
7773,13
7677,4
7771,13
7770,12
7769,15
7768,11
7766,3
7764,30
7763,12
7762,7
7642,5
7761,14
7747,5
7760,6
7759,14
7758,11
7757,1
7756,10
7755,10
7754,5
7753,2
7752,4
7751,6
7749,2
7748,2
7746,5
7745,19
7744,11
7743,9
7740,8
7742,9
7741,8
7737,13
7739,3
7738,8
7638,6
7735,16
7734,5
7733,8
7720,24
7732,17
7731,9
7730,9
7729,6
7635,8
7709,8
7728,14
7727,2
7726,1
7725,5
7724,8
7723,2
7722,10
7721,16
7719,10
7717,4
7716,3
7715,11
7714,3
7713,12
7712,3
7711,8
7710,7
7630,9
7708,18
7707,9
7706,8
7705,1
7702,9
7701,4
7700,13
7699,4
7698,18
7603,7
7687,2
7697,13
7696,8
7695,5
7694,3
7693,7
7692,2
7691,9
7690,3
7689,3
7688,12
7686,8
7685,11
7683,7
7584,19
7681,11
7680,12
7679,16
7678,5
7676,2
7675,18
7674,12
7673,9
7565,15
7672,10
7641,5
7671,1
7670,2
7669,11
7668,17
7667,10
7666,4
7664,11
7663,11
7662,12
7661,14
7561,8
7648,2
7660,9
7659,5
7658,1
7657,8
7656,13
7655,0
7654,6
7652,11
7651,10
7650,10
7649,3
7545,6
7631,10
7647,4
7645,7
7644,5
7643,13
7640,10
7639,13
7637,18
7636,3
7633,11
7632,2
7544,5
7626,8
7629,17
7628,10
7627,6
7625,4
7624,9
7520,9
7623,12
7622,8
7621,14
7620,4
7619,12
7618,14
7617,3
7616,10
7615,6
7614,2
7613,4
7612,2
7611,6
7610,12
7609,10
7608,12
7518,12
7589,8
7607,14
7606,7
7605,10
7604,5
7597,6
7602,5
7601,11
7600,9
7599,11
7598,14
7492,6
7596,10
7588,4
7592,7
7591,13
7590,7
7587,10
7586,10
7585,2
7583,18
7581,8
7580,11
7579,14
7559,4
7578,9
7577,10
7576,7
7575,6
7572,2
7574,7
7573,4
7568,4
7558,1
7555,1
7567,9
7554,1
7472,5
7553,3
7566,4
7560,5
7564,12
7563,11
7562,12
7470,5
7542,12
7549,8
7548,8
7547,16
7546,3
7543,3
7527,3
7526,7
7525,6
7541,7
7540,5
7539,5
7538,9
7537,11
7536,2
7524,1
7523,5
7535,12
7534,3
7456,6
7522,5
7533,13
7532,13
7521,9
7531,6
7530,8
7529,4
7528,6
7519,14
7448,5
7517,10
7516,12
7509,6
7512,9
7511,23
7508,16
7507,3
7506,3
7505,11
7504,7
7503,9
7490,2
7489,7
7502,11
7501,4
7499,5
7497,18
7498,3
7496,3
7495,4
7494,10
7493,6
7491,4
7488,3
7487,2
7447,8
7483,3
7161,12
7486,11
7485,24
7484,8
7482,7
7423,12
7441,13
7480,14
7479,7
7478,4
7477,7
7476,9
7475,11
7474,12
7473,21
7471,10
7469,10
7467,2
7466,9
7465,7
7410,8
7464,5
7463,2
7462,8
7461,17
7450,7
7460,3
7459,12
7458,12
7457,2
7455,11
7454,5
7453,7
7452,5
7451,15
7406,6
7426,9
7449,5
7446,5
7445,8
7444,8
7443,7
7442,6
7440,8
7439,8
7438,2
7373,9
7437,2
7436,4
7429,20
7435,3
7434,17
7433,11
7432,8
7431,13
7430,22
7365,4
7428,4
7427,11
7425,6
7403,8
7424,10
7422,11
7420,3
7419,11
7418,2
7337,5
7336,7
7417,9
7416,7
7415,10
7414,9
7335,17
7413,3
7412,0
7411,9
7409,2
7408,8
7407,5
7405,2
7404,14
7332,3
7389,11
7402,12
7401,3
7400,7
7399,4
7398,5
7397,4
7396,7
7395,6
7394,4
7393,5
7392,4
7391,1
7390,1
7388,15
7387,4
7386,9
7383,10
7382,10
7381,4
7380,6
7328,2
7379,10
7372,13
7378,0
7377,1
7376,1
7375,8
7374,4
7371,19
7266,7
7294,9
7370,13
7369,8
7368,12
7367,12
7366,8
7364,13
7363,13
7265,9
7362,12
7361,6
7360,18
7313,7
7359,2
7358,2
7357,3
7356,1
7355,1
7354,1
7353,3
7352,5
7351,6
7350,10
7349,7
7348,7
7347,8
7346,6
7345,12
7344,8
7343,10
7342,11
7341,11
7339,11
7338,9
7334,5
7333,10
7264,9
7331,6
7304,7
7330,4
7329,8
7327,15
7326,3
7324,2
7323,4
7322,4
7321,5
7320,24
7319,4
7318,4
7317,10
7316,9
7314,8
7312,6
7311,8
7310,16
7309,7
7253,7
7308,8
7269,18
7306,11
7305,10
7303,9
7302,15
7252,8
7274,7
7301,12
7300,10
7299,6
7298,10
7297,6
7296,6
7295,7
7251,11
7293,5
7292,7
7192,9
7291,8
7290,14
7289,28
7288,10
7287,9
7286,6
7285,9
7284,4
7283,5
7282,5
7281,2
7280,14
7279,4
7278,5
7277,5
7276,6
7275,10
7273,8
7235,2
7256,4
7271,6
7270,6
7268,6
7267,6
7211,3
7263,9
7262,6
7261,11
7189,17
7260,5
7259,7
7258,8
7257,11
7255,14
7204,6
7232,5
7254,12
7250,4
7249,12
7248,3
7203,6
7247,6
7190,8
7246,6
7245,19
7243,5
7242,1
7241,3
7240,12
7239,9
7237,6
7236,3
7234,8
7233,9
7198,6
7226,11
7231,9
7230,5
7229,12
7228,4
7227,1
7225,9
7224,8
7223,2
7222,5
7221,6
7180,10
7220,5
7191,11
7217,12
7216,9
7215,3
7214,12
7210,6
7209,6
7208,9
7207,6
7206,8
7174,9
7205,9
7168,4
7202,11
7201,5
7200,1
7199,11
7171,6
7179,6
7197,1
7196,4
7195,16
7194,12
7151,9
7181,7
7193,4
7188,9
7187,8
7186,13
7185,9
7184,3
7183,37
7182,6
7133,6
7178,11
7177,7
7162,5
7176,7
7175,17
7173,14
7172,8
7127,9
7090,6
7166,10
7170,5
7169,8
7167,4
7165,6
7164,3
7163,6
7111,13
7101,19
7158,5
7102,5
7157,2
7155,17
7145,12
7154,12
7153,12
7152,6
7150,9
7149,1
7147,2
7146,7
7144,5
7123,10
7099,3
7097,10
7143,5
7142,14
7141,15
7140,1
7139,13
7138,24
7137,13
7136,11
7135,11
7134,1
7092,6
7132,7
7089,5
7131,11
7130,1
7129,5
7128,5
7126,12
7125,18
7122,6
7124,4
7121,3
7091,7
7120,4
7088,11
7119,5
7118,6
7117,2
7116,10
7115,5
7114,2
7077,7
7107,8
7113,1
7112,8
7110,4
7109,8
7108,8
7106,9
7105,9
7104,8
7103,7
7064,9
7027,14
7100,6
7098,11
7096,16
7059,9
7045,6
7095,12
7094,2
7093,1
7087,9
7031,8
7026,16
7086,25
7085,2
7084,3
7028,6
7080,7
7083,11
7082,15
7081,2
7079,5
7078,3
7076,17
7075,28
7074,9
6968,5
7014,16
7073,10
7072,8
7071,1
7070,3
7063,11
7069,6
7068,8
7067,7
7066,19
7065,7
6954,12
7062,5
7061,8
6962,7
7060,3
6953,8
7012,14
7058,6
7057,1
7056,6
7055,10
7053,4
7054,4
6939,10
7052,5
7015,2
7051,3
7050,11
7049,14
7048,4
7047,11
7046,9
7044,2
7043,4
7042,8
7041,1
7040,4
7039,2
7038,3
7037,3
7036,3
7035,3
7034,5
7033,8
7032,10
7030,11
7029,6
7025,12
6925,4
7024,7
7023,8
7011,6
7022,5
7020,7
7019,9
7018,12
7017,5
7016,6
6911,11
7013,8
6793,6
7010,2
7009,9
7008,7
7007,11
7006,8
7005,8
7004,2
7003,10
7002,7
7001,9
7000,9
6999,14
6998,7
6997,8
6996,4
6995,14
6994,10
6993,10
6992,8
6991,8
6990,10
6989,9
6988,9
6987,10
6986,15
6985,5
6974,6
6984,6
6983,6
6982,10
6981,8
6980,5
6979,8
6978,17
6977,11
6976,6
6973,7
6972,4
6971,13
6884,6
6970,2
6969,10
6967,5
6966,2
6965,11
6964,10
6963,5
6877,7
6681,11
6961,16
6960,3
6959,5
6958,3
6957,4
6956,15
6955,5
6936,10
6876,10
6951,13
6950,12
6949,17
6948,10
6947,13
6946,13
6945,11
6944,10
6943,10
6942,7
6941,8
6940,13
6874,10
6938,9
6680,7
6937,13
6935,9
6934,9
6864,10
6932,1
6931,1
6930,11
6929,4
6928,5
6927,6
6926,7
6924,5
6923,11
6922,9
6921,4
6920,7
6919,13
6918,14
6917,10
6916,7
6915,9
6859,9
6914,4
6913,6
6679,5
6912,16
6910,2
6909,6
6908,7
6907,11
6906,1
6905,8
6904,5
6903,4
6856,1
6901,5
6900,12
6899,21
6898,11
6897,8
6888,4
6896,14
6895,8
6894,9
6892,20
6851,8
6891,13
6623,2
6890,8
6887,11
6886,7
6885,3
6883,1
6847,10
6882,3
6881,13
6880,13
6879,15
6878,10
6817,11
6875,14
6860,15
6873,15
6872,18
6871,15
6870,23
6869,15
6857,10
6868,1
6867,1
6865,6
6813,7
6863,13
6862,3
6861,3
6858,4
6797,12
6855,11
6717,12
6854,17
6853,11
6852,19
6850,8
6849,9
6846,10
6845,10
6844,10
6843,11
6842,5
6841,8
6840,6
6839,7
6838,12
6796,9
6837,10
6836,13
6835,2
6832,10
6834,4
6831,3
6830,12
6829,8
6785,16
6828,7
6746,9
6827,9
6826,9
6825,12
6824,10
6823,6
6822,10
6820,5
6819,7
6818,1
6816,8
6815,16
6814,5
6775,11
6812,16
6811,9
6810,6
6809,14
6808,2
6807,1
6806,9
6805,7
6804,7
6803,9
6802,12
6801,9
6800,5
6773,11
6638,9
6799,7
6798,9
6795,11
6794,5
6743,8
6792,8
6791,17
6790,15
6789,15
6788,5
6741,7
6637,13
6787,16
6786,8
6784,10
6783,17
6782,13
6781,21
6780,4
6779,4
6778,15
6777,13
6731,7
6776,11
6737,12
6774,15
6772,17
6771,12
6724,8
6636,12
6770,10
6769,8
6768,3
6767,10
6766,9
6765,8
6764,11
6763,10
6678,5
6704,5
6762,6
6761,27
6760,8
6759,12
6675,12
6758,7
6404,9
6757,15
6756,13
6755,6
6754,5
6753,11
6752,6
6749,32
6674,10
6751,14
6750,23
6748,2
6747,8
6703,13
6745,11
6744,11
6742,10
6740,10
6739,14
6673,8
6635,9
6738,32
6733,10
6732,7
6640,11
6662,8
6730,14
6729,36
6728,6
6727,6
6726,12
6725,5
6695,12
6628,5
6723,17
6621,5
6722,8
6721,12
6720,8
6719,23
6718,14
6716,17
6715,7
6714,12
6713,7
6712,6
6711,7
6710,8
6709,9
6708,8
6707,5
6626,2
6705,12
