"ID","いいね数"
11591,14
11589,12
11641,13
11640,3
11634,3
11442,6
11639,5
11638,2
11637,8
11636,2
11635,5
11633,9
11632,6
11631,3
11630,3
11629,8
11628,1
11627,3
11626,6
11625,2
11624,4
11623,3
11622,8
11621,12
11620,8
11613,1
11617,5
11581,5
11615,4
11610,9
11609,8
11608,13
11607,13
11606,4
11605,2
11561,10
11560,10
11604,8
11601,1
11392,2
11603,4
11602,11
11600,8
11599,6
11598,2
11597,7
11596,6
11595,2
11594,2
11593,1
11585,4
11592,11
11550,8
11590,8
11588,8
11586,5
11584,11
11580,4
11579,6
11578,8
11577,8
11575,6
11576,7
11558,9
11559,8
11574,5
11572,5
11374,8
11573,9
11571,11
11570,8
11568,2
11567,3
11566,9
11563,3
11562,9
11557,11
11556,4
11503,8
11555,14
11553,8
11552,9
11546,8
11515,9
11549,6
11548,6
11547,3
11544,12
11526,11
11525,11
11543,9
11542,4
11366,1
11541,9
11540,3
11532,10
11539,12
11537,6
11536,8
11535,7
11534,8
11533,4
11531,9
11482,11
11530,15
11529,4
11528,3
11527,6
11521,10
11520,9
11524,8
11523,12
11518,12
11517,8
11522,5
11354,2
11516,4
11514,9
11513,7
11512,6
11511,9
11483,5
11510,1
11509,13
11507,6
11506,6
11505,1
11504,6
11501,7
11500,9
11502,7
11349,7
11499,15
11498,6
11497,12
11496,2
11495,8
11494,6
11492,9
11491,5
11490,8
11489,15
11443,2
11488,9
11487,17
11486,7
11485,7
11484,16
11481,3
11480,5
11479,9
11478,14
11477,8
11472,8
11476,5
11475,4
11474,5
11320,7
11473,16
11471,13
11470,7
11469,11
11468,5
11467,10
11466,9
11465,7
11464,7
11463,17
11462,5
11461,5
11460,8
11458,5
11391,12
11457,11
11456,11
11455,8
11454,6
11453,14
11452,11
11451,12
11449,11
11448,5
11447,10
11317,9
11446,7
11445,13
11444,10
11377,8
11441,21
11415,7
11440,17
11439,3
11438,1
11437,10
11436,5
11435,7
11434,7
11433,7
11432,11
11431,3
11311,4
11428,14
11427,7
11426,7
11425,10
11424,7
11423,5
11422,2
11421,1
11420,4
11419,12
11371,12
11418,9
11409,23
11417,12
11416,5
11414,6
11413,9
11412,3
11411,9
11410,14
11306,8
11407,13
11406,5
11405,7
11404,3
11403,5
11402,12
11401,9
11400,7
11399,18
11398,1
11334,7
11397,10
11396,8
11395,16
11394,7
11393,2
11231,12
11390,8
11389,8
11388,11
11373,13
11387,8
11386,5
11214,3
11385,13
11384,9
11383,2
11382,10
11381,6
11380,9
11379,12
11378,9
11376,7
11267,13
11375,3
11193,15
11369,10
11372,17
11370,5
11332,7
11368,23
11367,3
11205,2
11365,11
11364,13
11363,9
11362,9
11361,5
11360,9
11359,5
11357,1
11356,10
11355,11
11268,5
11353,13
11352,8
11351,6
11350,4
11190,2
11333,6
11348,7
11347,6
11346,7
11345,12
11344,10
11343,6
11342,6
11341,11
11340,5
11339,5
11278,10
11338,12
11336,2
11335,14
11331,8
11330,5
11329,8
11327,30
11328,13
11178,8
11293,8
11326,10
11325,10
11324,6
11323,14
11322,12
11321,5
11319,11
11318,1
11316,7
11315,12
11313,6
11310,6
11309,5
11308,5
11307,4
11275,10
11305,8
11304,14
11303,16
11302,12
11301,12
11300,8
11299,4
11298,10
11297,10
11260,10
11295,19
11294,13
11292,15
11156,2
11269,6
11291,14
11290,8
11289,10
11288,5
11282,12
11287,7
11286,4
11285,7
11284,9
11283,9
11281,7
11279,7
11251,6
11276,1
11274,4
11272,3
11271,13
11270,2
11153,9
11243,15
11266,15
11265,26
11264,4
11263,12
11150,4
11262,17
11259,10
11258,13
11257,10
11256,13
11255,2
11254,6
11253,5
11252,8
11249,13
11200,10
11248,8
11247,13
11246,13
11242,23
11145,5
11241,3
11225,8
11240,15
11239,18
11238,7
11237,9
11236,5
11235,9
11234,9
11233,6
11232,3
11198,7
11230,8
11229,6
11228,14
11227,11
11141,8
11224,2
11223,5
11222,17
11195,12
11221,13
11220,10
11219,18
11218,11
11217,18
11216,11
11210,17
11215,16
11213,4
11212,5
11211,1
11127,2
11209,11
11201,13
11208,6
11207,7
11206,2
11204,5
11189,9
11203,3
11202,6
11197,1
11196,15
11194,8
11191,1
11125,10
11188,4
11187,10
11186,14
11185,9
11184,2
11183,6
11182,10
11181,1
11180,7
11179,2
11176,7
11177,4
11175,20
11174,9
11173,8
11122,4
11170,21
11172,19
11171,8
11169,3
11168,7
11167,10
11166,10
11165,8
11163,10
11149,6
11164,5
11162,10
11160,5
11117,6
11158,10
11159,14
11157,5
11146,11
11155,6
11154,20
11152,9
11151,16
11144,13
11148,18
11147,12
11105,7
11143,18
11142,12
11140,33
11139,17
11138,9
11137,8
11136,8
11135,14
11134,10
11133,13
11132,20
11093,15
11098,6
10788,5
11131,9
11130,18
11129,7
11116,11
11128,2
11126,11
11124,14
11123,8
11083,4
11121,19
11120,12
11119,12
11118,8
11114,16
11115,11
11113,13
11112,16
11111,8
11110,10
11063,5
11109,14
11108,10
11107,7
11004,6
11005,7
11006,7
11106,15
11104,37
11103,5
11102,5
11101,22
11100,13
11099,11
11092,15
11057,2
11097,13
11096,9
11095,15
11091,9
11090,6
11089,9
11088,1
11087,5
11086,1
11085,13
11084,13
11040,5
11082,10
11081,2
11077,9
11080,1
11079,6
11078,5
11076,8
11075,8
11074,4
11073,6
11072,9
11026,5
11071,12
11070,2
11069,4
11068,13
11067,9
11066,2
11065,4
11043,8
11064,14
11062,4
11061,11
11059,5
11060,10
11058,18
11024,9
11056,5
11055,11
11054,8
11053,10
11052,13
11051,5
11049,16
11048,6
11023,9
10950,18
11047,4
11046,4
11045,4
11044,6
11042,15
11041,4
11039,21
11038,4
11037,16
11036,10
10998,5
11035,11
11034,4
10786,11
11033,13
11032,9
11031,15
11030,9
11029,16
11028,10
11025,20
11022,14
11021,16
11019,11
11018,12
11017,6
10975,7
11016,18
11015,5
11014,3
11013,11
11012,15
11011,7
11010,5
11008,17
11007,6
10994,13
10991,11
11003,1
10993,14
11002,1
11001,4
11000,1
10999,8
10997,9
10996,18
10995,1
10992,13
10990,7
10989,8
10970,14
10972,6
10988,4
10987,6
10986,13
10985,3
10984,12
10983,16
10982,13
10981,4
10980,6
10979,12
10978,1
10977,1
10976,7
10974,3
10973,4
10969,8
10971,1
10921,3
10968,9
10967,27
10948,15
10966,2
10965,9
10964,5
10963,7
10962,15
10961,5
10960,13
10959,4
10958,16
10957,1
10956,24
10955,5
10954,6
10953,10
10952,10
10947,11
10951,7
10949,15
10920,19
10946,11
10945,2
10944,5
10943,8
10942,9
10941,10
10940,3
10939,2
10938,5
10925,12
10926,14
10937,15
10936,2
10935,10
10913,9
10934,8
10933,2
10932,10
10931,8
10930,11
10929,6
10927,5
10906,8
10923,15
10922,13
10919,3
10918,4
10917,10
10916,5
10915,4
10914,13
10898,22
10902,14
10912,8
10911,2
10910,6
10909,8
10908,15
10907,6
10905,12
10901,5
10904,14
10903,1
10876,12
10899,11
10900,5
10897,25
10896,4
10892,8
10895,8
10894,13
10893,1
10891,7
10890,16
10802,12
10889,15
10888,4
10887,16
10886,14
10885,6
10884,8
10883,5
10882,4
10881,12
10880,4
10878,2
10877,12
10763,21
10872,8
10871,10
10870,1
10863,9
10869,29
10868,12
10867,15
10866,2
10865,12
10862,5
10800,4
10864,14
10861,10
10860,8
10859,15
10858,9
10857,4
10856,9
10855,9
10849,15
10854,11
10853,8
10852,9
10851,7
10850,1
10796,3
10848,17
10847,20
10846,10
10845,13
10844,4
10843,16
10842,5
10841,13
10840,5
10838,9
10750,12
10837,13
10836,4
10770,10
10835,17
10764,16
10834,6
10833,10
10832,24
10831,7
10830,12
10829,4
10828,3
10827,5
10826,6
10825,1
10824,4
10822,9
10821,4
10803,8
10820,1
10819,10
10818,8
10817,5
10816,7
10815,1
10814,9
10813,12
10812,15
10744,10
10779,8
10811,11
10810,2
10809,10
10808,5
10807,7
10806,15
10805,7
10804,6
10801,11
10799,16
10798,9
10797,2
10793,13
10795,27
10794,9
10728,12
10790,21
10778,8
10791,9
10789,1
10787,16
10785,15
10784,17
10783,3
10782,7
10781,7
10777,2
10718,5
10776,7
10775,9
10774,16
10773,15
10772,2
10771,10
10769,3
10767,22
10766,18
10765,19
10761,4
10760,6
10759,5
10758,6
10757,15
10691,15
10756,9
10755,6
10754,5
10753,12
10752,6
10751,8
10748,15
10747,6
10746,12
10745,2
10743,13
10742,7
10741,2
10740,11
10738,6
10737,11
10736,11
10734,9
10733,13
10732,9
10731,4
10730,9
10445,16
10729,7
10682,12
10727,9
10726,4
10725,7
10724,12
10723,7
10722,19
10721,1
10720,1
10719,3
10717,12
10716,4
10701,9
10715,11
10714,5
10713,4
10712,3
10711,5
10710,3
10709,3
10708,19
10677,1
10707,10
10706,31
10705,13
10704,5
10703,8
10702,4
10700,5
10664,11
10698,25
10665,11
10697,5
10696,5
10695,8
10694,9
10689,11
10693,25
10692,2
10687,2
10690,15
10320,3
10688,7
10663,13
10685,2
10684,11
10620,14
10681,17
10680,5
10679,16
10678,4
10661,4
10676,15
10675,4
10674,7
10673,16
10672,4
10671,7
10670,12
10669,6
10668,5
10662,17
10667,9
10666,16
10660,17
10612,14
10659,18
10658,14
10657,12
10656,11
10655,15
10654,10
10653,13
10652,10
10651,20
10650,14
10649,7
10648,4
10647,2
10644,18
10646,2
10645,5
10643,11
10642,7
10641,15
10640,7
10639,5
10638,1
10637,2
10636,2
10635,2
10634,2
10585,12
10633,22
10423,9
10632,15
10631,6
10630,7
10629,10
10628,9
10626,3
10625,2
10624,4
10623,12
10622,12
10605,11
10621,11
10619,13
10618,3
10615,16
10614,3
10617,10
10616,17
10613,12
10570,11
10611,6
10610,13
10609,13
10608,9
10607,13
10606,2
10603,10
10600,10
10602,8
10601,17
10599,2
10598,15
10542,12
10596,9
10595,9
10594,9
10593,8
10592,17
10591,9
10590,5
10589,5
10588,15
10587,21
10586,26
10354,7
10531,9
10584,16
10583,13
10582,12
10581,12
10580,16
10579,6
10578,12
10577,3
10576,13
10575,5
10573,17
10572,6
10569,9
10571,12
10498,15
10568,17
10567,10
10566,8
10565,9
10564,13
10563,9
10562,23
10561,9
10560,11
10559,15
10558,27
10557,9
10556,8
10543,8
10555,20
10554,14
10553,14
10490,15
10552,20
10540,17
10551,5
10550,9
10549,11
10548,5
10547,11
10546,10
10545,12
10544,7
10541,8
10539,4
10538,6
10537,8
10534,15
10536,6
10535,4
10532,4
10488,15
10530,7
10529,8
10441,13
10528,17
10527,17
10526,14
10525,15
10524,11
10523,14
10522,14
10521,9
10520,18
10515,6
10519,19
10518,13
10483,5
10517,18
10516,4
10514,13
10513,18
10512,14
10511,2
10510,5
10509,12
10508,16
10507,12
10506,19
10505,12
10504,7
10503,7
10502,17
10497,4
10501,10
10482,10
10500,14
10499,10
10496,16
10495,8
10494,4
10485,16
10493,19
10492,23
10491,15
10487,14
10479,10
10453,21
10473,22
10486,15
10484,10
10448,14
10464,3
10481,12
10480,5
10478,31
10477,2
10476,5
10475,4
10474,13
10472,9
10471,30
10470,10
10469,11
10468,2
10447,8
10467,17
10449,10
10466,7
10465,14
10463,4
10458,5
10461,10
10460,8
10459,17
10457,10
10408,11
10456,2
10420,6
10455,2
10454,2
10452,3
10450,20
10407,5
10436,13
10446,10
10387,14
10444,16
10443,15
10442,13
10440,16
10439,28
10438,28
10437,22
10435,8
10396,12
10434,8
10433,10
10432,4
10378,15
10431,14
10410,6
10430,24
10429,18
10428,12
10427,10
10426,7
10395,4
10425,18
10424,4
10367,6
10422,12
10421,4
10419,13
10418,15
10417,8
10416,4
10393,11
10415,20
10414,22
10350,16
10413,8
10412,23
10411,8
10404,6
10406,7
10405,17
10403,6
10402,7
10401,3
10400,14
10392,6
10333,16
10399,10
10398,3
10397,13
10388,24
10394,16
10391,11
10390,9
10389,3
10327,1
10385,20
10386,8
10384,1
10383,21
10382,4
10381,17
10380,7
10379,8
10324,12
10377,3
10376,15
10375,24
10374,4
10373,19
10372,24
10371,10
10370,30
10369,4
10305,10
10303,14
10368,11
10366,6
10365,9
10364,17
10363,15
10362,10
10359,13
10361,12
10360,6
10358,13
10357,8
10356,7
10355,6
10304,4
10353,13
10352,4
10351,8
10299,13
10307,9
10349,12
10348,10
10347,6
10346,8
10345,17
10344,6
10343,6
10342,14
10341,12
10340,9
10339,5
10338,6
10302,2
10337,23
10336,14
10335,9
10334,5
10281,3
10332,9
10331,3
10330,7
10329,10
10328,10
10323,8
10322,7
10253,9
10262,4
10319,3
10318,9
10317,10
10315,3
10314,3
10313,1
10312,4
10311,2
10310,15
10309,2
10251,10
10306,5
10258,15
10045,11
10301,2
10300,10
10298,21
10244,13
10256,12
10297,5
10296,5
10295,7
10294,3
10293,19
10291,21
10292,12
10290,12
10289,7
10288,8
10237,6
10245,15
10287,10
10286,12
10285,26
10233,9
10284,19
10229,6
10283,25
10282,7
10280,12
10279,3
10278,6
10277,12
10276,20
10259,11
10275,10
10274,16
10273,2
10272,15
10271,9
10270,11
10269,6
10268,11
10267,5
10266,4
10265,6
10232,6
10264,8
10263,10
10261,16
10216,6
10260,6
10257,17
10255,8
10254,1
10243,8
10252,28
10250,14
10248,5
10247,17
10246,7
10240,11
10242,24
10241,5
10239,13
10236,13
10231,7
10230,10
10228,8
10196,10
10227,3
10226,15
10225,5
10224,17
10223,4
10221,10
10220,10
10219,13
10218,5
10217,14
10200,10
10215,6
10144,5
10208,18
10214,0
10213,13
10212,11
10211,12
10210,6
10209,5
10207,10
10206,10
10205,12
10204,1
10203,12
10202,16
10201,10
9871,6
10140,4
10199,9
10198,14
10197,1
10188,9
10195,11
10194,8
10193,19
10191,8
10190,5
10189,3
10187,20
10186,5
9756,2
10132,4
10185,5
10184,17
10183,10
10182,10
10181,12
10180,1
10179,4
10178,3
10177,3
10176,3
10175,4
10174,6
10173,12
10172,4
9981,12
9382,2
10171,6
10170,17
10169,10
10111,10
10168,9
10165,13
10167,11
10164,6
10166,17
10109,8
10163,14
10162,12
10161,15
10160,13
10159,13
10158,8
10157,4
10156,3
10155,13
10154,13
10153,2
10152,3
10151,20
10150,16
10148,10
10146,23
10145,16
10143,10
10142,15
10141,15
10108,14
10139,15
10138,7
10137,17
10136,19
10135,6
10134,8
10133,9
10131,19
10129,9
10128,4
10127,9
10126,15
10083,13
10125,25
10107,22
10124,14
10123,6
10122,26
10121,18
10110,18
10120,15
10119,12
10118,2
10117,13
10116,15
10115,2
10114,1
10113,1
10112,9
10096,1
10074,12
10104,34
10103,8
10102,7
10101,6
10100,17
10099,11
10098,3
10097,7
10095,9
10093,18
10094,0
10092,6
10027,13
10091,15
10089,16
10088,6
10087,8
10086,9
10085,8
10084,13
10054,26
10022,8
10082,21
10081,11
10080,11
10079,5
10077,5
10076,12
10075,6
10073,19
10072,15
10071,6
9383,12
10070,7
10069,10
9996,7
10067,9
10066,4
10065,9
10064,2
10063,1
10062,10
10061,5
10060,12
10059,4
10058,2
10057,3
10056,11
9954,5
10053,12
10052,5
10051,6
10050,22
10047,2
10046,3
10044,6
10042,13
10041,15
10040,5
10039,4
10038,6
10037,14
10036,4
9946,8
10035,5
10034,5
10033,1
10029,20
10032,9
10030,7
10026,8
10025,3
10024,7
10023,2
10021,12
10020,3
10019,8
10018,18
9979,18
9379,4
9932,3
10015,3
10017,7
10016,10
10014,22
10012,12
10011,13
10008,10
10010,10
10009,5
9872,8
10007,7
10006,3
9999,12
10005,2
10004,4
10003,10
10002,3
10001,1
10000,3
9997,12
9315,9
9995,1
9994,5
9928,15
9992,3
9991,7
9990,8
9989,19
9988,1
9987,13
9985,6
9984,21
9983,10
9980,4
9977,12
9938,17
9314,8
9927,5
9975,8
9968,12
9969,3
9974,20
9973,10
9972,11
9971,14
9970,4
9967,7
9965,12
9964,11
9963,3
9962,8
9961,8
9960,9
9959,7
9308,8
9958,11
9920,8
9957,5
9955,11
9953,1
9951,4
9950,20
9949,25
9948,17
9937,25
9947,1
9945,4
9942,7
9944,0
9943,27
9313,5
9901,1
9940,14
9936,22
9935,3
9934,10
9925,12
9933,1
9929,12
9931,14
9930,8
9312,5
9893,3
9924,6
9923,14
9921,11
9919,12
9918,14
9917,7
9916,18
9915,19
9914,5
9913,3
9912,2
9911,13
9910,15
9908,15
9909,18
9907,8
9906,6
9310,5
9878,3
9905,11
9904,11
9903,3
9902,2
9898,15
9900,0
9897,15
9899,9
9896,8
9895,13
9894,16
9309,3
9876,16
9892,25
9891,6
9890,19
9889,23
9888,15
9886,5
9885,4
9884,3
9883,3
9882,8
9307,7
9870,11
9881,1
9880,1
9879,11
9877,12
9875,4
9874,2
9873,24
9305,7
9861,9
9869,8
9868,3
9719,4
9867,12
9866,10
9862,17
9865,3
9863,12
9864,3
9299,4
9835,3
9851,9
9718,20
9858,10
9860,8
9859,5
9857,10
9856,6
9855,6
9854,4
9853,15
9850,10
9852,15
9849,5
9848,8
9295,6
9813,10
9847,8
9846,18
9845,6
9802,5
9844,16
9843,13
9842,1
9841,4
9840,15
9839,6
9838,4
9837,1
9836,4
9294,5
9781,9
9834,7
9794,16
9833,12
9832,5
9831,13
9830,11
9829,4
9828,10
9827,6
9826,14
9825,2
9824,19
9823,3
9822,6
9282,3
9821,12
9763,6
9820,4
9819,10
9793,8
9818,5
9816,6
9817,3
9815,3
9814,16
9293,9
9812,5
9758,8
9811,17
9803,21
9810,14
9809,9
9808,11
9736,11
9807,4
9806,0
9805,1
9804,6
9783,11
9283,6
9755,1
9801,18
9790,13
9800,3
9799,3
9797,19
9798,2
9795,18
9280,7
9753,13
9792,26
9791,6
9789,20
9787,3
9765,8
9786,14
9785,15
9784,1
9782,5
9780,3
9779,3
9270,8
9721,15
9778,3
9777,5
9776,6
9775,10
9774,16
9773,25
9764,21
9766,14
9772,5
9769,12
9771,5
9770,6
9768,1
9767,13
9257,9
9714,13
9762,3
9761,8
9729,24
9760,5
9759,4
9757,11
9751,5
9754,2
9750,3
9748,18
9747,14
9746,16
9252,19
9745,14
9653,12
9744,12
9742,16
9709,7
9710,12
9741,6
9740,19
9739,4
9738,9
9737,16
9733,11
9735,1
9734,4
9732,1
9730,13
9728,5
9727,9
9726,11
9725,9
9724,13
9723,11
9247,7
9722,8
9641,10
9717,9
9716,5
9715,7
9713,10
9712,17
9711,12
9708,13
9707,11
9706,2
9705,14
9704,8
9246,11
9703,15
9702,3
9611,4
9701,2
9691,25
9700,10
9699,13
9698,1
9697,23
9695,14
9696,14
9694,2
9693,16
9245,16
9692,12
9608,12
9690,3
9688,13
9687,17
9686,13
9685,1
9673,14
9684,7
9683,15
9682,5
9670,14
9672,13
9681,13
9680,10
9679,15
9678,16
9677,6
9676,9
9675,11
9674,7
9671,6
